Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,class_code
2,9226507,Rico,Manuela,,26,Malingap,St,107961
2,7250219,Rico Mendoza,Agnes,Cathedral Heights Bldg Cmplx,279,E Rodriguez Sr,Ave,105068
2,8923489,Right 8,,Manila Memorial Park Building,2283,Chino Roces,Ave,108002
2,8105575,Right Eight Security Agency Inc,,Manila Memorial Park Building,2283,Chino Roces,Ave,108002
2,3619757,Rigid MacHinery and MacHineryshop,,,218,Rizal Extension,Ave,107035
2,8715749,Riguera and Riguera Law Office,,Azucena Arcade,255,Alabang-Zapote,Rd,111176.1
2,2911587,Rincon Junk Shop,,,,Gen D Mc Arthur,Hwy,105606
2,8190023,Rio Tuba Nickel Mining Corporation,,Nac Tower,,32nd,St,107214
2,9285942,Rita Ritz Bakehouse and Food Products,,,151,Alley 1,St,105876
2,7408035,Rite-Way Distributors Inc,,,107,D Tuazon,St,106758
2,8392363,Ritex Concrete Philippines Incorporated,,,17,1st,Ave,105186
2,3615473,Riton Marketing,,,220,C-3,Rd,106130
2,5233333,Ritz Spa Corporation,,,1614,M Adriatico,St,106124
2,2923118,Rivera,Guadalupe P,Waltermart Building,,Maysan,Rd,106969
2,3742711,Rivera Trading Company Incorporated,,,264,Roosevelt,Ave,106164
2,3679964,Riverview Market,,Riverview Market,,Edsa,Ave,108259
2,3746608,Riviera Filipina Inc,,,4,Sct Madrinan,St,107001
2,5234511,Riviera Mansion,,,1638,A Mabini,St,106213
2,7334529,Rizal Avenue Department Store,,,526,Rizal,Ave,105388
2,8981502,Rizal Commercial Bank Corporation Savings Bank,,Phinma Plaza,,Plaza,Drv,104662
2,7214495,Rizal Commercial Banking Corp,,,51,Connecticut,St,104662
2,8053090,Rizal Experimental Station & Pilot School,,,,Narra,St,107961
2,3511204,Rj Santos Trading,,,1211,M Naval,St,106130
2,6348873,Rjc Security & Investigation Agency Inc,,,15,Dr M Del Rosario,St,108002
2,6347775,Rjc Security and Investigation,,,15,Dr M Del Rosario,St,108002
2,6347774,Rjc Security and Investigationagency,,,15,Dr M Del Rosario,St,108002
2,8552724,Rjcz Commercial,,,99,Pal,Drv,105250
2,3725434,Rl Complex Industries Incorporated,,,35,Atty Pat Senador,St,108212
2,5632567,Rl Merchandising,,,1552,Paz,St,105554
2,8014163,Rm MacHine Shop,,,,M Alvarez,Ave,107035
2,8994718,Rmd Properties Incorporated,,Rmd Building,,Makati,Ave,106213
2,8210139,Rmp Engineering & MacHine Works,,Severina Industrial Estate,12,Acsie,Ave,107725
2,2424081,Roadside Bake Shop,,,681,Asuncion,St,104644
2,8174756,Roasa,Frances May R,The Landmark,,Makati,Ave,104890
2,7123519,Robee Press,,Evergrowth Building,420,Banawe,Ave,107844
2,8997372,Robelle House Incorporated,,,877,J P Rizal,St,106969
2,7151223,Robert Carag Ong and Associates,,,15,Kapiligan,St,104544
2,7335675,Robert Industrial Sales,,,859,Tetuan,St,106130
2,2549048,Robertson Commercial,,,1118,Aguilar,St,104698
2,6320655,Robinson Galleriadepartment Store,,Robinsons Galleria Mall,,Edsa,St,100168
2,6336627,Robinsons Handy Man Inc,,Robinsons Galleria Mall,,Edsa,St,106130
2,9272817,Robinsons Supermarket,,Circle C Center,17,Jupiter,St,108259
2,8732885,Robles Heritage Inc,,,,Alabang-Zapote,Rd,106124
2,9110362,Robles Metal Manufacturing Inc,,,126,20th,Ave,107185
2,8905054,Robton Industries Inc,,,22,Makati,Ave,106969
2,2426156,Robust Enterprises,,Merico Building,405,Nueva,St,106130
2,8957777,Rocar Excavation & Plumbing,,,2139,Cagayan,St,105696
2,5276331,Rock Energy Intl Corp,,Harbor Center Building 1,,Railroad,Drv,107213
2,8904631,Rockwell Lumber and Hardware,,,1159,J P Rizal,St,106130
2,5316296,Rodavia Construction and General Merchandise,,,554,9 de Febrero,St,106130
2,6410212,Rodriguez Rural Bank Incorporated,,,207,M Concepcion,St,104662
2,9835418,Rogeo Metalfab Inds Inc,,,796,Gen Luis,St,108207
2,8332401,Rogin Enterprises,,,2345,Juan Luna,St,106130
2,7237170,Rojai Industries,,,185,San Luis,St,105606
2,8182002,Roldan,Venerando Ligaya,Fedman Suites,199,Salcedo,St,105638
2,3644943,Rolin Panel Products Corp,,,180,10th,St,104850
2,9129797,Roman Furniture Showroom,,,995,Aurora,Bvd,105944
2,8132775,Romero,Maria,Tmbc Building,6772,Ayala,Ave,105383
2,6387036,Rommel's Internet Cafe,,8101 Pearl Plaza,,Pearl,Drv,106303
2,9135418,Rona's Garden Inc,,,,Katipunan,Ave,106605
2,7418224,Rondaris and Associates Law Offices,,Viron Terminal,1360,Blumentritt,St,111176.1
2,3710329,Roosevelt Aluminum Products Company Incorporated,,,183,Judge Juan Luna,St,104491
2,9415683,Roosevelt College,,,,J P Rizal,St,107961
2,9132999,Roosevelt Memorial High Scho,,,108,10th,Ave,107961
2,2885380,Roque v Woodworks Corporation,,V Roque Woodwork Corporation,30,Sanchez,St,105944
2,2423191,Rosalia Candle Factory,,,637,Sto Cristo,St,104910
2,2534087,Rosam Daily Express Incorporated,,,1503,Cavite,St,107529
2,8101791,Rosario Del Law Office,,Pacific Star Building,,Makati,Ave,111176.1
2,6410667,Rosario Lumber and Hardware,,,69,C Raymundo,Ave,106707
2,4041621,Rosas Garden Hotel,,,1140,M H Del Pilar,St,106213
2,8263796,Rose Marie's Lamps and Iron Craft,,,8293,Dr a Santos,Ave,106599
2,8428104,Rosemont School,,Rosemont School,,Champaca,St,107961
2,8448683,Roseros Dental Clinic,,,832,A S Arnaiz,Ave,105383
2,7249790,Rosmil Hardware,,Vv Soliven Shopping Complex,,Edsa,Ave,106130
2,9223879,Roston Marketing Corporation,,,131,Sct Rallos,St,106097
2,8899529,Rota Fort MacHine Shop,,,765,Wood,St,107035
2,8431972,Rotary Appliance Center,,,765,Edsa,Ave,107035
2,4000678,Rotech Arts & Frame,,Robinsons Place Manila,,Pedro Gil,St,105907
2,8108901,Roxas and Company Incorporated,,Cacho-Gonzales Building,101,Aguirre,St,108248
2,8159806,Roxas de Los Reyes Laurel Rosario & Leagogo Law Offices,,Banco de Oro Plaza,8737,Paseo de Roxas,Ave,111176.1
2,6346009,Roxas Law Offices,,Strata 100,,F Ortigas Jr,Rd,111176.1
2,8819987,Royal Crown Internationale,,MacRima Building,1666,Escuela,St,107070
2,7331710,Royal Electrical Supply Company,,,643,G Puyat,St,105554
2,6415858,Royal Food Products,,,888,Axis,Rd,105876
2,5213883,Royal Globe Corporation,,,2205,A Linao,St,104377
2,2871011,Royal Mirror Industries Incorporated,,,19,Gov W Pascual,Ave,107219
2,7339074,Royal Sporting House Inc,,Cinerama Complex,,C M Recto,Ave,106631
2,2871068,Royal Steel Chair Factory,,,308,A Mabini,St,105944
2,9291859,Royaltime Emporium,,Sm City North Main Building,,Edsa,Ave,106339
2,2429360,Rr Official Bus MacH,,,,Dasmarinas,St,106517
2,8239396,Rr Plants and Planters,,,,France,St,107711
2,8960323,Rrc Lumber and Construction Supply,,,271,J P Rizal,St,106707
2,7493630,Rredd Insurance Agency Inc,,Kaimo Building,101,Quezon,Ave,106286.1
2,8163737,Rs Video Film Productions,,Salamin Building,197,Salcedo,St,105765
2,5329714,Rs Woodworks,,,63,A Bonifacio,St,106844
2,5257077,Rsl Bus Transport Corporation,,Padre Faura Center,472,Padre Faura,St,104842
2,8442139,Rubicon Printing Services,,,1280,Batangas,St,107844
2,2816231,Rufina Patis Factory,,,,C Arellano,St,105879
2,8890279,Rulit Trading,,,90,Sitio 2,St,100415
2,8620045,Rural Bank of Alabang,,,,National,Rd,104662
2,6427056,Rural Bank of San Mateo Incorporated,,,,M Suarez,Ave,104662
2,2914882,Rural Bank of San Pacual Inc,,,345,M H Del Pilar,St,104662
2,6423773,Rural Bank of Taguig,,,10,Gen a Luna,St,104662
2,5272968,Rural Bankers Association of the Philippines,,Dbap Building,,A Soriano Jr,Ave,104662
2,5262247,Ruscius G Zaragoza Law Office,,L & S Building,1414,Pres M a Roxas,Bvd,111176.1
2,7338470,Russ Marketing Inc,,Isetann Cinerama Complex,600,C M Recto,Ave,108118
2,6872107,Rustan Coffee Corporation,,Robinsons Galleria Mall,,Edsa,Ave,105090
2,8336537,Rustan's Supermarket,,,,Taft,Ave,105372
2,8978501,Rustans Commercial Corporation,,Rustans Department Store,,Ayala,Ave,105388
2,8980946,Rustans Marketing Specialist Inc,,Power Plant Mall,,Amorsolo,Drv,105388
2,5348267,Rizal Technological University,,Rizal Technological University,,Boni,Ave,107961
2,7405711,S and H Electric,,,115,D Tuazon,St,105530
2,5255585,S and L Hardware,,,1818,Anak Bayan,St,106130
2,5264868,S B R Marine Services Corporation,,Ermita Building,1350,Arquiza,St,106973
2,7236445,S C T Furnishing Corporation,,Sct Building,584,Shaw,Bvd,105944
2,7275767,S C Tan Export Corp,,Sct Building,584,Shaw,Bvd,104376
2,8546751,S C Vizcarra Inc,,,737,Roxas,Bvd,106124
2,3748723,S P Deloraya Job Contracting &Consultancy Services,,Lemon Square Building,1199,Edsa,Ave,107070
2,7276715,S&l Ebc,,Hemady Square,,E Rodriguez Sr,Ave,104662
2,7330370,S-Ks TOOLS CORPORATION,,,653,F Torres,St,106130
2,7415371,Sacred Heart Academy,,,29,N S Amoranto Sr,St,107961
2,9392154,Sacred Heart Academy of Novaliches,,,1155,Quirino,Hwy,107961
2,9218148,Sacred Heart General Utility Services,,,9A,Kamias,Rd,105615
2,8079847,Sacred Heart of Jesus Chaplaincy,,,,Canterbury,St,105047
2,3671593,Sacred Heart of Jesus Credit Cooperative,,,,L Nadurata,St,105268
2,2883777,Sacred Heart of Jesus Parish,,,2,Pureza,St,105047
2,4264672,Sacred Heart Parish Credit Cooperative,,,17A,Sct Ybardolaza,St,105268
2,8370742,Safari Security and Manpower Corporation,,Administration Building,,Fti Complex,St,108002
2,5647625,Safrudi,,,2611,Lamayan,St,106124
2,8108309,Sagay Central Inc,,Mg Building,150,Amorsolo,St,108248
2,7246176,Sagitarius Security Agency,,Vv Soliven Shopping Complex,,Edsa,Ave,108002
2,8370990,Sagrada Familia Parish,,,,Bagumbayan,St,105047
2,7497889,Saint Agustine Publications,,,1624,Espana,St,107891
2,9397662,Saint Andrew School,,,76,Ninong Leoncio,St,107961
2,9396713,Saint Anthony Academy of Qc,,,,Himlayan,Ave,107961
2,8930754,Saint Illian's Inn,,,7461,M Santillan,St,106213
2,3610524,Saint John Self-Help Center,,,34,Orange,Rd,108355
2,8316089,Saint Joseph the Worker Parish,,,4927,Enrique,St,105047
2,5641108,Saint Pius X Parochial School,,,,Neptune,St,107961
2,9417320,Saint Vincent Clinic,,,,Bayan-Bayanan,Ave,106202
2,9223427,Saint Vincent School of Quezoncity,,,126,Maginhawa,St,107961
2,6419670,Salatandre & Associates Law Office,,,,Hon a Sandoval,Ave,111176.1
2,4008635,Salazar Bakers Corporation,,Sm City Manila,,Natividad a Lopez,St,104644
2,7331392,Salazar Bakery,,,781,Ongpin,St,104644
2,8195273,Salceda Pacita R (Dr),,Makati Medical Center,2,Amorsolo,St,105068
2,2419468,Sales Dry Goods Store,,,865,Tabora,St,105496
2,6339537,Sales Sta Ana & Rodrigo Law Office,,City State Center Building,709,Shaw,Bvd,111176.1
2,8239483,Salesian Missions Incorporated,,,,Michael Rua,St,107963
2,8161170,Salesian Society of St John Bosco,,Don Bosco Technical Institute,,Chino Roces,Ave,106948
2,8161519,Salesiana Publishers Incorporated,,Don Bosco Technical Institute,,Chino Roces,Ave,107891
2,7225528,Salon de Orient,,Puzon Building,1118,E Rodriguez Sr,Ave,104700
2,6410161,Salon Partners,,Javier Building,1,A Mabini,St,104700
2,7272196,Salon Systems Management Inc,,,709,J Abad Santos,St,104700
2,8373394,Salt & Light Community Church,,,,Holy Family,Ave,105047
2,9271568,Salvation Army Girl Home,,,,Senatorial,Drv,105047
2,5320646,Salvino Agri-Indl MacHinery,,,521A,San Rafael,St,107035
2,5320418,Salvino Filomeno,,,521A,San Rafael,St,107035
2,6315253,Samantha Food Center,,Edsa Central Shopping Terminal,,Shaw,Bvd,105869
2,2917069,Sambahang Kristiano Sa Marulas,,,13,Kasaganahan,St,105047
2,5321166,Sambahayan Condominium,,,90,Makaturing,St,105192
2,2530692,Sambon Industrial Sales Incorporated,,Gocheco Bldg,1143,C M Recto,Ave,105554
2,7247990,Samonte Industries Corporation,,,35,Banahaw,St,105985
2,2920474,Sampaguita Embroidery Center Inc,,,377,Gen D Mc Arthur,Hwy,105606
2,2547683,Samson,Benjamin C,Bambang Market,,Bambang,St,105496
2,8152398,Samson & Balderrama Law,,Fedman Suites,199,Salcedo,St,111176.1
2,5272746,San Agustin Church,,,,Gen a Luna,St,105047
2,9245002,San Agustin Major Seminary,,,,Fisheries,St,108018
2,6401319,San Agustin Parish Church,,,,M Suarez,Ave,105047
2,8322825,San Antonio Condominium Builders Incorporated,,,2232,Roxas,Bvd,105192
2,2811266,San Bartolome Parish,,,,Rizal,Ave,105047
2,7355972,San Beda College,,,,Mendiola,St,107961
2,5238110,San Carlos Mansion,,,777,A Mabini,St,106213
2,8960607,San Carlos Pastoral Formatio,,San Carlos Formation Complex,,San Carlos,St,107961
2,7357155,San Diego B E Incorporated,,,,C Palanca Sr,St,105811
2,2945470,San Diego Parochial School,,,1,Polo,St,107961
2,8201748,San Dionisio Credit Coop,,,554,Quirino,Ave,105268
2,5625071,San Fernando de Dilao Parish,,,1521,Paz,St,105047
2,3725788,San Francisco Del Monte Ruralbank,,,,Del Monte,Ave,104662
2,5632551,San Francisco Lumber Yard,,,1434,Pedro Gil,St,106707
2,7213560,San Gabriel Publishing Corp,,,3E,1st,St,107891
2,6428051,San Guillermo Parish Church,,,,E Mendoza,St,105047
2,8435310,San Ildefonso Parish,,,2113,A S Arnaiz,Ave,105047
2,8004667,San Isidro Labrador Parish,,,,Zodiac,Ave,105047
2,7242476,San Juan,Tableria,,6,N Domingo,St,106707
2,7241479,San Juan Chinese Chamber of Commerce,,,197,F Blumentritt,St,110177
2,8317994,San Juan de Dios Educational Foundation Inc (Hospital),,,2772,Roxas,Bvd,106202
2,7259412,San Juan Medical Center,,,,N Domingo,St,106202
2,8541399,San Juan Nepomuceno School Inc,,,826,Apelo Cruz,St,107961
2,9370924,San Lorenzo Corrugated Boxes Manufacturing,,,,Dela Cruz,St,107564
2,9397054,San Lorenzo Emergency and Maternity Clinic,,San Lorenzo General Hospital,,Quirino,Hwy,106202
2,9302195,San Lorenzo Hospital,,,,Quirino,Hwy,106202
2,2424850,San Lorenzo Ruiz Minor Basilica,,,,Plaza L Ruiz,St,105047
2,2826067,San Lorenzo Ruiz Parish,,,,Kaunlaran Village,St,105047
2,6414274,San Miguel Brewing Group,,,550,Mercedez,Ave,104802
2,2912101,San Miguel Corporation Polo Brewery,,,,Gen D Mc Arthur,Hwy,104802
2,8504236,San Roque Catholic School,,San Roque Catholic School,,T Molina,St,107961
2,7348908,San Sebastian Church,,San Sebastian Convent,,C M Recto,Ave,105047
2,7344424,San Sebastian Collegerecoletos Inc (Sscri),,,,C M Recto,Ave,107961
2,2916985,Sanctissimo Rosario General Hospital,,,2,Espiritu,St,106202
2,9372209,Sandejas,Melissa,Marian Medical Arts Building,,Dahlia,St,105068
2,8990154,Sandvik MacHine Shop Company,,,9120,Sultana,St,107035
2,7415397,Sanfo International Trading Inc,,,47G,Kitanlad,St,107996
2,7411894,Sanford Hardware,,,920,Blumentritt,St,106130
2,6821339,Sangra Leather Access Inc,,,320,J P Rizal,St,106631
2,5260515,Sanhat Fm Al Mutairi,,Padilla Building,1231,Ma Y Orosa,St,106913
2,3613940,Sanicon Manufacturing Corporation,,,29,Guava,Rd,107725
2,7342483,Saniflex Commercial Incorporated,,,674,T Mapua,St,106130
2,7348161,Sanjun Music Lights & Sports Center,,,734,G Puyat,St,108163
2,2875498,Sanlex Roofmaster Center,,,34,C3,Rd,107001
2,5639949,Santa Ana Industrial Corporation,,,2735,Old Panaderos,St,106707
2,2450382,Santiago Textile Marketing,,Dela Merced Building,675,Rajah Matanda,St,107399
2,9250672,Santis Delicatessen,,Transorient Maritime Building,66,Timog,Ave,105372
2,5223018,Santisima Trinidad Parish,,,1127,Estrada,St,105047
2,2420086,Santo Sing Kong Buddhist Church,,,657,Morga,St,105047
2,3611240,Santos,Miguel,D Carr Building,,M Asistio Sr,Ave,105383
2,8403809,Santos & Tenefrancia Law Offices,,Act Tower,135,Sen Gil Puyat,Ave,111176.1
2,8425439,Santos II,Francisco Rey,,36C,President,Ave,111176.1
2,6380400,Santos Parungao Aquino & Santos Law Ofc,,Philippine Stock Exch We Twr,,Exchange,Rd,111176.1
2,5234896,Santos Pension House,,,1540,A Mabini,St,107634
2,6383937,Santos Pilapil & Associates,,Prestige Tower Condominium,,F Ortigas Jr,Rd,111176.1
2,6344824,Santos Pilapil Law Office,,Prestige Tower Condominium,,F Ortigas Jr,Rd,111176.1
2,8438830,Santuario de San Antonio,,,,McKinley,Rd,105047
2,7252044,Santuario de San Jose,,,,Buffalo,St,105047
2,8911316,Sapalo Velez Bundang & Bulilanlaw Offices,,Security Bank Centre,6776,Ayala,Ave,111176.1
2,5280757,Sara International Manpower Services Inc,,Midland Plaza Hotel,,M Adriatico,St,107070
2,2525546,Sara Lee Direct Selling,,,2471,Juan Luna,St,105426
2,8438413,Saranga Ceramics Contracting Co Inc,,,7441,M Santillan,St,104991
2,8175806,Sarangani Securities Inc,,Vernida 1 Building,120,Amorsolo,St,108226
2,8747647,Sarao Motors Incorporated,,,,Alabang-Zapote,Rd,106333
2,7231022,Sarrosa,Edward,Medical Arts Building,279,E Rodriguez Sr,Ave,106202
2,6352102,Sason Shop Incorporated,,Sm Megamall B,,Edsa,Ave,105944
2,4216508,Satellite Driving School,,Caly Building,986,Aurora,Bvd,105483
2,8252926,Saulog Transit Incorporated,,,1377,Quirino,Ave,104842
2,8971647,Savings Bank of Manila,,Bormacheco 1 Building,,Metropolitan,Ave,104662
2,5222059,Saviour Insurance Services,,Metropolitan Tower,1746,A Mabini,St,106286.1
2,7241957,Savory Resource Plus Inc,,,214,Wilson,St,106969
2,3637851,Savory Restaurant,,,347,Del Monte,Ave,105869
2,2421258,Sbr Cotton Shop,,,671,Sta Elena,St,105296
2,8422352,Scfv Internet Cafe,,Festival Supermall,,Corporate,Ave,106303
2,9314047,School of the Holy Spirit Quezon City,,,,Chico,St,107961
2,8432722,Sci Freight-Brokerage Inc,,,2046,Capt M Reyes,St,107529
2,5368709,Scott Burger,,,,United Nations,Ave,105885
2,5260625,Scottish Rite Temple,,,1828,Taft,Ave,106948
2,5329164,Screen World Specialist,,,160,Primo Cruz,St,108099
2,7330763,Screw City Hardware,,,715,T Mapua,St,106130
2,7276746,Screw Wercs General Merchandise,,,605B,Pinaglabanan,St,106130
2,7418756,Scripture Union of the Philippines,,Urc Building,2123,Espana,St,106948
2,8381002,Sea Breeze Restaurant,,,,C P Tinga,St,106962
2,5264444,Seabreeze Laundry,,,1317A,M Adriatico,St,106618
2,5212247,Seacrest International Marine Services,,Trinity Building,636,T M Kalaw Sr,St,107087
2,2536071,Seafgear Sales Incorporated,,,160,H Lopez,Bvd,105822
2,5278116,Seamen's Hospital,,,,San Jose,St,106202
2,9247681,Seameo Innotech,,,,Commonwealth,Ave,105522
2,8967210,Searchers and Staffers Corporation,,Lydia Building,39,Polaris,St,105615
2,7161120,Seascape Restaurant,,,500C,Altura,St,106969
2,7161223,Seascapes Development Corporation,,,6,G Araneta,Ave,107519
2,7227826,Seastemas Int'l Inc,,Columbia Tower,,Ortigas,Ave,105744
2,5264331,Seaworld Maritime Corporation,,,124,Sinciego,St,105615
2,6355071,Sebastian Liganor & Galinato,,Philippine Stock Exch We Twr,,Exchange,Rd,111176.1
2,8180227,Second Midland Condominium Office Corp,,S & L Building,133,Dela Rosa,St,105192
2,2922142,Second Rural Bank of Valenzuela Incorporated,,,,Santiago,Drv,104662
2,7419802,Security & Credit Investigation Inc,,,26A,Tirad Pass,St,108002
2,7230681,Security Academy of the Philipines Inc,,David Building,567,Shaw,Bvd,107961
2,8151002,Security Bank,,Corporate Business Center,151,Paseo de Roxas,Ave,104662
2,3636601,Security Bank & Trust Co,,Security Bank Building,266,Rizal Extension,Ave,104662
2,8672156,Security Bank Corp,,Alpha Salcedo Building,1703,H v Dela Costa,St,104662
2,5644891,Security Bank Corporation Pandacan Branch,,,2339,Palumpong,St,104662
2,8262130,Security Bank Corporation-Sucat Branch,,Security Bank Building,,St Peter,St,104662
2,8266584,Security Bank Savings Corporation,,,,Dr a Santos,Ave,104662
2,5634712,Security Hardware and Company,,,1620,Paz,St,106130
2,8969012,Sedigo & Associates,,Itc Building,337,Sen Gil Puyat,Ave,111176.1
2,2416383,See,Christine,168 Shopping Mall,,Sta Elena,St,105290
2,2420381,See Enterprises,,,456,T Pinpin,St,105944
2,7272501,See Furniture Center,,,140,Aurora,Bvd,105944
2,7255920,See Manufacturing Contractor,,,140,Aurora,Bvd,105944
2,7347905,See Toh Hardware,,,819,Espeleta,St,106130
2,2420292,Seecrafts Furniture,,,410,T Pinpin,St,105944
2,9286347,Seino Motor Corporation,,,963,Edsa,Ave,107523
2,8167608,Sekitori Japanese Restaurant,,,2277,Chino Roces,Ave,106969
2,3642790,Selecta Feeds Inc,,,102,Selecta,Drv,105744
2,8090045,Semitronics Inc,,Alpap 2 Building,,Trade,St,105573
2,8127067,Senco Link Technologies Inc,,First Life Center,174,Salcedo,St,104850
2,2520792,Seng Guan Temple,,Sen Guan Temple,1176,Narra Extension,St,105047
2,2429542,Seng Huat Canvas Store,,,694,S Padilla,St,104920
2,2431271,Seng Huat Canvas Trading,,,694,S Padilla,St,106879
2,3611075,Seno Metal Enterprise,,,359B,Teodoro,St,106130
2,8319650,Serafico Hardware and Electrical Supply,,,2801,Pilapil,St,106130
2,9415774,Sercon Builders,,,27,Starlite,St,106103
2,9251970,Serrano,Francisco S Atty,,33,Kamuning,Rd,111176.1
2,3716392,Servicio Filipino Incorporated,,,105,West,Ave,105615
2,8978990,Servier Philippines Inc,,Cluster Building,,Orion,St,105489
2,8269317,Serye Restaurant & Cafe,,,,Dr a Santos,Ave,105869
2,8729053,Sese,Antonio,,7,Rosal,St,107961
2,8206239,Sesitra Day Spa,,,173,A Aguirre,Ave,108153
2,8342704,Set Graphics & Printing Inc,,,1828,Dian,St,107844
2,9267083,Seven Gems Jewelry,,Sm City North,,Edsa,Ave,106339
2,8253076,Seven Star Aluminum & Glass Supply,,,8196,Dr a Santos,Ave,104491
2,3642270,Seventh Avenue Lumber Kiln Dried Company,,,665,7th,Ave,106707
2,3642120,Seventh Avenue Saw Mill Incorporated,,,665,7th,Ave,106707
2,9219803,Seventh Intelligence Securityservice Incorporated,,,55B,Kamias,Rd,108002
2,5273246,Sevilla and Sevilla Law Offices,,Marbella Condominium 2,2071,Pres M a Roxas,Bvd,111176.1
2,3725789,Sfdm-Rural Bank Incorporated,,,958,Del Monte,Ave,104662
2,9267160,Sfx Productions,,,117,Sct Castor,St,106493
2,9486469,Shades of Purple,,Riverbank Mall,,A Bonifacio,Ave,108263
2,8503564,Shakey's Festival Supermall,,Festival Supermall,,Corporate,Ave,107706
2,6334975,Shakey's Sm Megamall,,Sm Megamall A,,Edsa,Ave,106969
2,6320569,Shakeys Restaurant Robinson,,Sm Megamall B,,Edsa,Ave,106969
2,8734964,Shangdi Trading,,,,Bf Resort,Drv,106130
2,3739888,Shangri-La Finest Chinese Cuisine,,,4,Times,St,106969
2,3764038,Shangrila,,,55,Zamboanga,St,106969
2,8180833,Shangrila's MacTan Island Resort,,Shangri-La Hotel,,Ayala,Ave,106962
2,8334820,Sharp Canvas and Upholstery Supply,,,407,Sen Gil J Puyat,Ave,104920
2,9294208,Sharp Philippines Corporation,,Dona Apolonia Building,33,Kamias,Rd,105563
2,8316353,Shell Canvas,,,1999,Sen Gil J Puyat,Ave,105842
2,7335182,Sheraton Plumbing and Construction Supply,,,543,T Alonzo,St,107749
2,7352717,Shi,Qing Bo,Manila City Plaza,,Carriedo,Ave,106673
2,3615644,Shiba Motors Corp,,,1070,Edsa,Ave,107532
2,7402257,Shimca Slimm and Cosmetic Surgery Clinic,,,114,Labo,St,105068
2,8102991,Shimex Trading Incorporated,,Lapanday Center Building,2263,Chino Roces,Ave,104377
2,3614169,Shining Investment Corporation,,Manila Plastic Products,36,Gov W Pascual,Ave,107725
2,8446211,Shoe Care,,,2120F,Chino Roces,Ave,108077
2,9111161,Shoe Mart Appliance Center,,Sm Shoemart,,Times Square,Ave,105563
2,7161024,Shoe Mart Incorporated,,Sm City Sta Mesa Main Building,6,Aurora,Bvd,108259
2,6387176,Shooting Star Mktg,,,131,West Capitol,Drv,107564
2,2426412,Shoppers Central Inc,,,422,Lavezares,St,105388
2,2424792,Shoppers Mart Incorporated,,Huy Lian Building,627,T Pinpin,St,108259
2,8503812,Shopwise (Rustans Grp of Co),,Festival Supermall,,Corporate,Ave,105388
2,8525655,Showcase Beauty Center,,,1052,Edsa,Ave,104700
2,2439576,Shoyu Food Corporation,,,578,T Pinpin,St,105879
2,6334135,Shrine Galleria Corp,,Urc Building,110,Calle Industria,St,100168
2,8500439,Shrine Galleria Corporation-Metropolis,,Metropolis Star,,National,Rd,100168
2,5314598,Shrine of the Divine Mercy,,,,Boni,Ave,105047
2,7355696,Shuang Ying Chinese Drug Storeand General Merchandise,,,507,Bustos,St,106170
2,3613340,Shurfit Incorporated,,,139,Gen D Mc Arthur,Hwy,107035
2,2424858,Sia Shoe Supply,,,564,T Pinpin,St,108077
2,9288316,Sibol Ng Agham at Teknolohiya,,Eagle Court Condominium,26,Matalino,St,105059
2,3620653,Sibug,Edgar G,,228,7th,Ave,105944
2,8134967,Sicangco and Sicangco Law Office,,Security Bank Centre,6776,Ayala,Ave,111176.1
2,2549547,Sidgoa Enterprises,,Alicia Building,2380,Juan Luna,St,100365
2,7160659,Sierra Universal Corporation,,,22,San Cristobal,St,107381
2,7236241,Signal Electric Industry Incorporated,,,452,Gen Bautista,St,105560
2,8001818,Sika Philippines Inc,,,888,M Alvarez,Ave,106130
2,9611560,Sikap Dev Cooperative,,,459,Dr Uyguangco,Ave,105268
2,9414122,Silangan Lumber,,,,J P Rizal,St,106707
2,8420236,Silk Skin Beauty Care Inc,,Alabang Town Center,,Alabang-Zapote,Rd,105390
2,9122426,Silken Secret Solution Incorporated,,Fiesta Carnival,,Times Square,Ave,104699
2,3613744,Silver Crown Food Center,,,255,Samson,Rd,106969
2,6320307,Silver Horizon Trading Company,,,6,San Isidro,St,104755
2,8403617,Silver Maple Company Inc,,Adamson Center Building,121,L P Leviste,St,106618
2,2542254,Silver Star Hotel,,,2201,Rizal,Ave,106213
2,9319607,Silver Star Resources Co Inc,,,230A,Don Pedro,St,107564
2,4006342,Silver Works,,Sm City Manila,,Natividad a Lopez,St,106339
2,4210800,Silverstreak Transport Corporation,,Ibm Plaza,188,E Rodriguez Jr,Ave,107529
2,9127268,Silverworks,,Ali Mall,,Gen Romulo,Ave,106339
2,3742128,Silvestre Danilo a and Associates,,Veria Building,62,West,Ave,104544
2,2885841,Simbajon Dental Clinic,,,2A,Basilio,St,105383
2,2919918,Simeon a Trading,,,45,Gen D Mc Arthur,Hwy,106130
2,5218037,Simon Enterprises Incorporated,,,834,D Romualdez Sr,St,105744
2,7349287,Simpson Marketing,,,319,Barbosa,St,105554
2,5313491,Sinag Arts Foundation Inc,,,664,San Ignacio,St,107961
2,5232923,Singalong Parish,,,2126,Singalong,St,105047
2,3664977,Sinta Trading Ltd Co,,,10,V Mapa,St,104641.1
2,7157226,Sioco,Franklin,,32,Guirayan,St,106054
